Symbol_hg	Symbol_mm	ID
8619	LRRC72	Lrrc72	LRRC72_Lrrc72
8620	ZDHHC11	Zdhhc11	ZDHHC11_Zdhhc11
8621	NBAS	Nbas	NBAS_Nbas
8622	NIPBL	Nipbl	NIPBL_Nipbl
8623	FBXO24	Fbxo24	FBXO24_Fbxo24
8624	INTS13	Ints13	INTS13_Ints13
8625	CLEC12B	Clec12b	CLEC12B_Clec12b
8626	OTUD1	Otud1	OTUD1_Otud1
8627	DYDC2	Dydc2	DYDC2_Dydc2
8628	KATNAL2	Katnal2	KATNAL2_Katnal2
8629	NUDT4	Nudt4	NUDT4_Nudt4
8630	CAGE1	Cage1	CAGE1_Cage1
8631	GPR15	Gpr15	GPR15_Gpr15
8632	DAW1	Daw1	DAW1_Daw1
8633	DLG5	Dlg5	DLG5_Dlg5
8634	ENKUR	Enkur	ENKUR_Enkur
8635	RSPH14	Rsph14	RSPH14_Rsph14
8636	SDHAF3	Sdhaf3	SDHAF3_Sdhaf3
8637	OSBPL7	Osbpl7	OSBPL7_Osbpl7
8638	DMRTC2	Dmrtc2	DMRTC2_Dmrtc2
8639	SPATA24	Spata24	SPATA24_Spata24
8640	NAIF1	Naif1	NAIF1_Naif1
8641	MRO	Mro	MRO_Mro
8642	LRRFIP2	Lrrfip2	LRRFIP2_Lrrfip2
8643	NOXRED1	Noxred1	NOXRED1_Noxred1
8644	CCDC57	Ccdc57	CCDC57_Ccdc57
8645	SLC29A3	Slc29a3	SLC29A3_Slc29a3
8646	APOBEC4	Apobec4	APOBEC4_Apobec4
8647	CPVL	Cpvl	CPVL_Cpvl
8648	RNF148	Rnf148	RNF148_Rnf148
8649	ARHGAP26	Arhgap26	ARHGAP26_Arhgap26
8650	MFAP3L	Mfap3l	MFAP3L_Mfap3l
8651	TBC1D9	Tbc1d9	TBC1D9_Tbc1d9
8652	FSIP1	Fsip1	FSIP1_Fsip1
8653	RASSF8	Rassf8	RASSF8_Rassf8
8654	TCHHL1	Tchhl1	TCHHL1_Tchhl1
8655	TREML1	Treml1	TREML1_Treml1
8656	RCBTB1	Rcbtb1	RCBTB1_Rcbtb1
8657	RBKS	Rbks	RBKS_Rbks
8658	TPRG1	Tprg	TPRG1_Tprg
8659	RIOK1	Riok1	RIOK1_Riok1
8660	ANO9	Ano9	ANO9_Ano9
8661	WDR31	Wdr31	WDR31_Wdr31
8662	COL24A1	Col24a1	COL24A1_Col24a1
8663	AIFM2	Aifm2	AIFM2_Aifm2
8664	KRTAP7-1	Krtap7-1	KRTAP7-1_Krtap7-1
8665	PDSS2	Pdss2	PDSS2_Pdss2
8666	CHST9	Chst9	CHST9_Chst9
8667	ARID5B	Arid5b	ARID5B_Arid5b
8668	PRR16	Prr16	PRR16_Prr16
8669	FOXN3	Foxn3	FOXN3_Foxn3
8670	PEX1	Pex1	PEX1_Pex1
8671	CHD6	Chd6	CHD6_Chd6
8672	KCTD6	Kctd6	KCTD6_Kctd6
8673	FAM83C	Fam83c	FAM83C_Fam83c
8674	SPAAR	Spaar	SPAAR_Spaar
8675	FMNL2	Fmnl2	FMNL2_Fmnl2
8676	DHRS2	Dhrs2	DHRS2_Dhrs2
8677	AMTN	Amtn	AMTN_Amtn
8678	ARHGAP21	Arhgap21	ARHGAP21_Arhgap21
8679	FLRT3	Flrt3	FLRT3_Flrt3
8680	TMEM80	Tmem80	TMEM80_Tmem80
8681	ANKRD40	Ankrd40	ANKRD40_Ankrd40
8682	BCOR	Bcor	BCOR_Bcor
8683	PTK7	Ptk7	PTK7_Ptk7
8684	USP19	Usp19	USP19_Usp19
8685	PPP6R2	Ppp6r2	PPP6R2_Ppp6r2
8686	ALPK1	Alpk1	ALPK1_Alpk1
8687	BBS7	Bbs7	BBS7_Bbs7
8688	SFPQ	Sfpq	SFPQ_Sfpq
8689	VPS35L	Vps35l	VPS35L_Vps35l
8690	CYP2U1	Cyp2u1	CYP2U1_Cyp2u1
8691	GRAP	Grap	GRAP_Grap
8692	PDS5A	Pds5a	PDS5A_Pds5a
8693	GGT6	Ggt6	GGT6_Ggt6
8694	KAZN	Kazn	KAZN_Kazn
8695	FAM217B	Fam217b	FAM217B_Fam217b
8696	FBXO9	Fbxo9	FBXO9_Fbxo9
8697	ARHGAP42	Arhgap42	ARHGAP42_Arhgap42
8698	AFMID	Afmid	AFMID_Afmid
8699	IZUMO4	Izumo4	IZUMO4_Izumo4
8700	CLMP	Clmp	CLMP_Clmp
8701	MCM9	Mcm9	MCM9_Mcm9
8702	C6orf141	9130008F23Rik	C6orf141_9130008F23Rik
8703	GDPD2	Gdpd2	GDPD2_Gdpd2
8704	IFIH1	Ifih1	IFIH1_Ifih1
8705	ZNF251	Zfp251	ZNF251_Zfp251
8706	POGK	Pogk	POGK_Pogk
8707	ISX	Isx	ISX_Isx
8708	SENP8	Senp8	SENP8_Senp8
8709	CEACAM20	Ceacam20	CEACAM20_Ceacam20
8710	MYO1E	Myo1e	MYO1E_Myo1e
8711	SNX20	Snx20	SNX20_Snx20
8712	TRADD	Tradd	TRADD_Tradd
8713	ARMH3	Armh3	ARMH3_Armh3
8714	ARL14	Arl14	ARL14_Arl14
8715	ZGRF1	Zgrf1	ZGRF1_Zgrf1
8716	OPTN	Optn	OPTN_Optn
8717	SHTN1	Shtn1	SHTN1_Shtn1
8718	RARRES2	Rarres2	RARRES2_Rarres2
8719	METTL7B	Mettl7b	METTL7B_Mettl7b
8720	FUCA1	Fuca1	FUCA1_Fuca1
8721	TMEM248	Tmem248	TMEM248_Tmem248
8722	ACY3	Acy3	ACY3_Acy3
8723	RNF215	Rnf215	RNF215_Rnf215
8724	BROX	Brox	BROX_Brox
8725	ATP5PD	Atp5h	ATP5PD_Atp5h
8726	WDR27	Wdr27	WDR27_Wdr27
8727	GYPC	Gypc	GYPC_Gypc
8728	RBM43	Rbm43	RBM43_Rbm43
8729	GALNT14	Galnt14	GALNT14_Galnt14
8730	TMEM25	Tmem25	TMEM25_Tmem25
8731	ESM1	Esm1	ESM1_Esm1
8732	PNMA8A	Pnmal1	PNMA8A_Pnmal1
8733	COLEC11	Colec11	COLEC11_Colec11
8734	SLC41A3	Slc41a3	SLC41A3_Slc41a3
8735	PNPT1	Pnpt1	PNPT1_Pnpt1
8736	CDC5L	Cdc5l	CDC5L_Cdc5l
8737	ARMCX3	Armcx3	ARMCX3_Armcx3
8738	ARHGEF3	Arhgef3	ARHGEF3_Arhgef3
8739	SLC46A3	Slc46a3	SLC46A3_Slc46a3
8740	UBIAD1	Ubiad1	UBIAD1_Ubiad1
8741	SYDE1	Syde1	SYDE1_Syde1
8742	LRRCC1	Lrrcc1	LRRCC1_Lrrcc1
8743	MUS81	Mus81	MUS81_Mus81
8744	DRAM1	Dram1	DRAM1_Dram1
8745	CDC40	Cdc40	CDC40_Cdc40
8746	DHX35	Dhx35	DHX35_Dhx35
8747	TELO2	Telo2	TELO2_Telo2
8748	OSBPL3	Osbpl3	OSBPL3_Osbpl3
8749	FAM13C	Fam13c	FAM13C_Fam13c
8750	CIC	Cic	CIC_Cic
8751	DHX34	Dhx34	DHX34_Dhx34
8752	SMUG1	Smug1	SMUG1_Smug1
8753	STK11IP	Stk11ip	STK11IP_Stk11ip
8754	RGS12	Rgs12	RGS12_Rgs12
8755	VPS11	Vps11	VPS11_Vps11
8756	SUSD2	Susd2	SUSD2_Susd2
8757	LRWD1	Lrwd1	LRWD1_Lrwd1
8758	MAMDC2	Mamdc2	MAMDC2_Mamdc2
8759	NECTIN4	Nectin4	NECTIN4_Nectin4
8760	ULK3	Ulk3	ULK3_Ulk3
8761	COASY	Coasy	COASY_Coasy
8762	CUL2	Cul2	CUL2_Cul2
8763	RGL3	Rgl3	RGL3_Rgl3
8764	R3HDM2	R3hdm2	R3HDM2_R3hdm2
8765	MAP3K13	Map3k13	MAP3K13_Map3k13
8766	GTF3C2	Gtf3c2	GTF3C2_Gtf3c2
8767	TMPRSS6	Tmprss6	TMPRSS6_Tmprss6
8768	DHDH	Dhdh	DHDH_Dhdh
8769	CPN2	Cpn2	CPN2_Cpn2
8770	ETNPPL	Etnppl	ETNPPL_Etnppl
8771	AMDHD1	Amdhd1	AMDHD1_Amdhd1
8772	C2CD2L	C2cd2l	C2CD2L_C2cd2l
8773	KLHDC3	Klhdc3	KLHDC3_Klhdc3
8774	RAVER1	Raver1	RAVER1_Raver1
8775	TYSND1	Tysnd1	TYSND1_Tysnd1
8776	VWCE	Vwce	VWCE_Vwce
8777	BBS10	Bbs10	BBS10_Bbs10
8778	AP2B1	Ap2b1	AP2B1_Ap2b1
8779	PLBD2	Plbd2	PLBD2_Plbd2
8780	SHROOM1	Shroom1	SHROOM1_Shroom1
8781	ING3	Ing3	ING3_Ing3
8782	KLHL5	Klhl5	KLHL5_Klhl5
8783	ISYNA1	Isyna1	ISYNA1_Isyna1
8784	SLC16A14	Slc16a14	SLC16A14_Slc16a14
8785	ANKLE2	Ankle2	ANKLE2_Ankle2
8786	PDGFD	Pdgfd	PDGFD_Pdgfd
8787	TRNAU1AP	Trnau1ap	TRNAU1AP_Trnau1ap
8788	ANXA9	Anxa9	ANXA9_Anxa9
8789	CPA4	Cpa4	CPA4_Cpa4
8790	INTS12	Ints12	INTS12_Ints12
8791	PITPNC1	Pitpnc1	PITPNC1_Pitpnc1
8792	CHST13	Chst13	CHST13_Chst13
8793	PTCD1	Ptcd1	PTCD1_Ptcd1
8794	PLEKHF2	Plekhf2	PLEKHF2_Plekhf2
8795	SLC25A18	Slc25a18	SLC25A18_Slc25a18
8796	MTFR2	Mtfr2	MTFR2_Mtfr2
8797	NUP93	Nup93	NUP93_Nup93
8798	TARS2	Tars2	TARS2_Tars2
8799	RANBP3	Ranbp3	RANBP3_Ranbp3
8800	RNF180	Rnf180	RNF180_Rnf180
8801	TMEM50A	Tmem50a	TMEM50A_Tmem50a
8802	KIF23	Kif23	KIF23_Kif23
8803	LRRC34	Lrrc34	LRRC34_Lrrc34
8804	GTF2A1L	Gtf2a1l	GTF2A1L_Gtf2a1l
8805	DDI1	Ddi1	DDI1_Ddi1
8806	PDILT	Pdilt	PDILT_Pdilt
8807	IQCM	Iqcm	IQCM_Iqcm
8808	DCAF7	Dcaf7	DCAF7_Dcaf7
8809	ZBTB43	Zbtb43	ZBTB43_Zbtb43
8810	LANCL2	Lancl2	LANCL2_Lancl2
8811	SHCBP1L	Shcbp1l	SHCBP1L_Shcbp1l
8812	C2orf81	1700003E16Rik	C2orf81_1700003E16Rik
8813	PHF7	Phf7	PHF7_Phf7
8814	OSGIN1	Osgin1	OSGIN1_Osgin1
8815	TEKT4	Tekt4	TEKT4_Tekt4
8816	TCP11X2	Tcp11x2	TCP11X2_Tcp11x2
8817	R3HCC1	R3hcc1	R3HCC1_R3hcc1
8818	NUP58	Nupl1	NUP58_Nupl1
8819	SYCE2	Syce2	SYCE2_Syce2
8820	PDIA6	Pdia6	PDIA6_Pdia6
8821	DPEP3	Dpep3	DPEP3_Dpep3
8822	WFDC3	Wfdc3	WFDC3_Wfdc3
8823	CFAP52	Cfap52	CFAP52_Cfap52
8824	ZSWIM2	Zswim2	ZSWIM2_Zswim2
8825	GPR160	Gpr160	GPR160_Gpr160
8826	TEX44	Tex44	TEX44_Tex44
8827	FAM217A	Fam217a	FAM217A_Fam217a
8828	FBXO30	Fbxo30	FBXO30_Fbxo30
8829	THEGL	Thegl	THEGL_Thegl
8830	SERPINB12	Serpinb12	SERPINB12_Serpinb12
8831	CFAP45	Cfap45	CFAP45_Cfap45
8832	MAB21L4	Mab21l4	MAB21L4_Mab21l4
8833	CENPU	Cenpu	CENPU_Cenpu
8834	EFHC1	Efhc1	EFHC1_Efhc1
8835	FAM83D	Fam83d	FAM83D_Fam83d
8836	APMAP	Apmap	APMAP_Apmap
8837	COQ2	Coq2	COQ2_Coq2
8838	CHIT1	Chit1	CHIT1_Chit1
8839	FAAP100	Faap100	FAAP100_Faap100
8840	PPM1J	Ppm1j	PPM1J_Ppm1j
8841	KRT33A	Krt33a	KRT33A_Krt33a
8842	EPN3	Epn3	EPN3_Epn3
8843	MAD2L2	Mad2l2	MAD2L2_Mad2l2
8844	CDADC1	Cdadc1	CDADC1_Cdadc1
8845	NOXO1	Noxo1	NOXO1_Noxo1
8846	LYPD6B	Lypd6b	LYPD6B_Lypd6b
8847	TMEM106B	Tmem106b	TMEM106B_Tmem106b
8848	FAM219A	Fam219a	FAM219A_Fam219a
8849	CAND1	Cand1	CAND1_Cand1
8850	PAQR7	Paqr7	PAQR7_Paqr7
8851	SERPINA9	Serpina9	SERPINA9_Serpina9
8852	CLDN23	Cldn23	CLDN23_Cldn23
8853	HAUS5	Haus5	HAUS5_Haus5
8854	PLPP5	Plpp5	PLPP5_Plpp5
8855	BDH1	Bdh1	BDH1_Bdh1
8856	JSRP1	Jsrp1	JSRP1_Jsrp1
8857	TMEM79	Tmem79	TMEM79_Tmem79
8858	ANTXR2	Antxr2	ANTXR2_Antxr2
8859	DUS4L	Dus4l	DUS4L_Dus4l
8860	ZCCHC24	Zcchc24	ZCCHC24_Zcchc24
8861	RPAP3	Rpap3	RPAP3_Rpap3
8862	EPGN	Epgn	EPGN_Epgn
8863	BORCS6	Borcs6	BORCS6_Borcs6
8864	TUBE1	Tube1	TUBE1_Tube1
8865	ITFG1	Itfg1	ITFG1_Itfg1
8866	TMEM123	Tmem123	TMEM123_Tmem123
8867	EPHX3	Ephx3	EPHX3_Ephx3
8868	CA13	Car13	CA13_Car13
8869	APOL6	Apol6	APOL6_Apol6
8870	CARS2	Cars2	CARS2_Cars2
8871	TOM1L1	Tom1l1	TOM1L1_Tom1l1
8872	ENDOD1	Endod1	ENDOD1_Endod1
8873	TMEM94	Tmem94	TMEM94_Tmem94
8874	CERS5	Cers5	CERS5_Cers5
8875	NANOG	Nanog	NANOG_Nanog
8876	GPC2	Gpc2	GPC2_Gpc2
8877	RIOX1	Riox1	RIOX1_Riox1
8878	SUDS3	Suds3	SUDS3_Suds3
8879	IST1	Ist1	IST1_Ist1
8880	RNF135	Rnf135	RNF135_Rnf135
8881	INTS11	Ints11	INTS11_Ints11
8882	MYH14	Myh14	MYH14_Myh14
8883	CASTOR1	Castor1	CASTOR1_Castor1
8884	CDCA4	Cdca4	CDCA4_Cdca4
8885	NKIRAS2	Nkiras2	NKIRAS2_Nkiras2
8886	MAGEB16	Mageb16	MAGEB16_Mageb16
8887	WDR73	Wdr73	WDR73_Wdr73
8888	ZBED5	Zbed5	ZBED5_Zbed5
8889	ZSWIM1	Zswim1	ZSWIM1_Zswim1
8890	DNMBP	Dnmbp	DNMBP_Dnmbp
8891	RBPMS2	Rbpms2	RBPMS2_Rbpms2
8892	PRMT3	Prmt3	PRMT3_Prmt3
8893	PPP2R2A	Ppp2r2a	PPP2R2A_Ppp2r2a
8894	PRR23B	Prr23a3	PRR23B_Prr23a3
8895	TDRD12	Tdrd12	TDRD12_Tdrd12
8896	SNX10	Snx10	SNX10_Snx10
8897	TMCO6	Tmco6	TMCO6_Tmco6
8898	SARS2	Sars2	SARS2_Sars2
8899	ACAD10	Acad10	ACAD10_Acad10
8900	DDX28	Ddx28	DDX28_Ddx28
8901	ESCO2	Esco2	ESCO2_Esco2
8902	RPUSD4	Rpusd4	RPUSD4_Rpusd4
8903	DDX54	Ddx54	DDX54_Ddx54
8904	ERCC8	Ercc8	ERCC8_Ercc8
8905	CNN3	Cnn3	CNN3_Cnn3
8906	SMG9	Smg9	SMG9_Smg9
8907	SLC25A35	Slc25a35	SLC25A35_Slc25a35
8908	FBXO22	Fbxo22	FBXO22_Fbxo22
8909	LMNTD2	Lmntd2	LMNTD2_Lmntd2
8910	SLC39A5	Slc39a5	SLC39A5_Slc39a5
8911	SYNPR	Synpr	SYNPR_Synpr
8912	FNDC3B	Fndc3b	FNDC3B_Fndc3b
8913	ZFYVE19	Zfyve19	ZFYVE19_Zfyve19
8914	BTBD17	Btbd17	BTBD17_Btbd17
8915	TEDC2	Tedc2	TEDC2_Tedc2
8916	CYB5R1	Cyb5r1	CYB5R1_Cyb5r1
8917	FUNDC1	Fundc1	FUNDC1_Fundc1
8918	ZNF654	Zfp654	ZNF654_Zfp654
8919	SLC35F2	Slc35f2	SLC35F2_Slc35f2
8920	CYB561D1	Cyb561d1	CYB561D1_Cyb561d1
8921	TRMU	Trmu	TRMU_Trmu
8922	SLC39A4	Slc39a4	SLC39A4_Slc39a4
8923	CNPY3	Cnpy3	CNPY3_Cnpy3
8924	TSC22D2	Tsc22d2	TSC22D2_Tsc22d2
8925	MCCC1	Mccc1	MCCC1_Mccc1
8926	CDHR5	Cdhr5	CDHR5_Cdhr5
8927	ALKBH4	Alkbh4	ALKBH4_Alkbh4
8928	COTL1	Cotl1	COTL1_Cotl1
8929	SULF2	Sulf2	SULF2_Sulf2
8930	URGCP	Urgcp	URGCP_Urgcp
8931	DDX42	Ddx42	DDX42_Ddx42
8932	TNFRSF13C	Tnfrsf13c	TNFRSF13C_Tnfrsf13c
8933	POGLUT2	Poglut2	POGLUT2_Poglut2
8934	TMUB2	Tmub2	TMUB2_Tmub2
8935	CYP4F3	Cyp4f18	CYP4F3_Cyp4f18
8936	SLC38A10	Slc38a10	SLC38A10_Slc38a10
8937	C11orf24	1810055G02Rik	C11orf24_1810055G02Rik
8938	PHF10	Phf10	PHF10_Phf10
8939	IGSF5	Igsf5	IGSF5_Igsf5
8940	AOPEP	Aopep	AOPEP_Aopep
8941	RAP2C	Rap2c	RAP2C_Rap2c
8942	CNOT2	Cnot2	CNOT2_Cnot2
8943	ANKS4B	Anks4b	ANKS4B_Anks4b
8944	OGFR	Ogfr	OGFR_Ogfr
8945	GCNT3	Gcnt3	GCNT3_Gcnt3
8946	SAPCD2	Sapcd2	SAPCD2_Sapcd2
8947	CYP2C18	Cyp2c55	CYP2C18_Cyp2c55
8948	MZT2B	Mzt2	MZT2B_Mzt2
8949	PIGX	Pigx	PIGX_Pigx
8950	OSGEPL1	Osgepl1	OSGEPL1_Osgepl1
8951	USH1C	Ush1c	USH1C_Ush1c
8952	ENTPD8	Entpd8	ENTPD8_Entpd8
8953	UGT2A3	Ugt2a3	UGT2A3_Ugt2a3
8954	EEF1AKMT2	Eef1akmt2	EEF1AKMT2_Eef1akmt2
8955	TMEM68	Tmem68	TMEM68_Tmem68
8956	DUSP11	Dusp11	DUSP11_Dusp11
8957	APLF	Aplf	APLF_Aplf
8958	JMJD8	Jmjd8	JMJD8_Jmjd8
8959	DSCC1	Dscc1	DSCC1_Dscc1
8960	DDHD2	Ddhd2	DDHD2_Ddhd2
8961	PPP1R14D	Ppp1r14d	PPP1R14D_Ppp1r14d
8962	ADCK1	Adck1	ADCK1_Adck1
8963	ZBED3	Zbed3	ZBED3_Zbed3
8964	NAA50	Naa50	NAA50_Naa50
8965	TPX2	Tpx2	TPX2_Tpx2
8966	DENND2D	Dennd2d	DENND2D_Dennd2d
8967	CCDC71L	Ccdc71l	CCDC71L_Ccdc71l
8968	SEH1L	Seh1l	SEH1L_Seh1l
8969	AMER2	Amer2	AMER2_Amer2
8970	PEX13	Pex13	PEX13_Pex13
8971	TRUB1	Trub1	TRUB1_Trub1
8972	PYGO1	Pygo1	PYGO1_Pygo1
8973	CHST14	Chst14	CHST14_Chst14
8974	WDSUB1	Wdsub1	WDSUB1_Wdsub1
8975	CEP89	Cep89	CEP89_Cep89
8976	ADPGK	Adpgk	ADPGK_Adpgk
8977	SLC37A3	Slc37a3	SLC37A3_Slc37a3
8978	WDFY3	Wdfy3	WDFY3_Wdfy3
8979	ZBTB46	Zbtb46	ZBTB46_Zbtb46
8980	TDRP	Tdrp	TDRP_Tdrp
8981	STRADA	Strada	STRADA_Strada
8982	RFC5	Rfc5	RFC5_Rfc5
8983	CENPN	Cenpn	CENPN_Cenpn
8984	PGM1	Pgm2	PGM1_Pgm2
8985	TMEM163	Tmem163	TMEM163_Tmem163
8986	DHX36	Dhx36	DHX36_Dhx36
8987	THUMPD2	Thumpd2	THUMPD2_Thumpd2
8988	AIFM3	Aifm3	AIFM3_Aifm3
8989	TRIM29	Trim29	TRIM29_Trim29
8990	CHCHD4	Chchd4	CHCHD4_Chchd4
8991	SHQ1	Shq1	SHQ1_Shq1
8992	MFSD8	Mfsd8	MFSD8_Mfsd8
8993	FBXL2	Fbxl2	FBXL2_Fbxl2
8994	ZNF2	Zfp661	ZNF2_Zfp661
8995	NSUN4	Nsun4	NSUN4_Nsun4
8996	SNX6	Snx6	SNX6_Snx6
8997	KLHL35	Klhl35	KLHL35_Klhl35
8998	DBNDD1	Dbndd1	DBNDD1_Dbndd1
8999	C3orf70	2510009E07Rik	C3orf70_2510009E07Rik
9000	SCAF11	Scaf11	SCAF11_Scaf11
9001	FBXL20	Fbxl20	FBXL20_Fbxl20
9002	SUPT7L	Supt7l	SUPT7L_Supt7l
9003	MTREX	Mtrex	MTREX_Mtrex
9004	MMS19	Mms19	MMS19_Mms19
9005	OTUD6B	Otud6b	OTUD6B_Otud6b
9006	EML2	Eml2	EML2_Eml2
9007	C17orf98	1700001P01Rik	C17orf98_1700001P01Rik
9008	SPATA31D1	Spata31d1a	SPATA31D1_Spata31d1a
9009	C20orf85	1700021F07Rik	C20orf85_1700021F07Rik
9010	ZNF558	Zfp558	ZNF558_Zfp558
9011	TSNAXIP1	Tsnaxip1	TSNAXIP1_Tsnaxip1
9012	TBC1D5	Tbc1d5	TBC1D5_Tbc1d5
9013	C19orf12	1600014C10Rik	C19orf12_1600014C10Rik
9014	C19orf44	1700030K09Rik	C19orf44_1700030K09Rik
9015	KCNK10	Kcnk10	KCNK10_Kcnk10
9016	TRAM1	Tram1	TRAM1_Tram1
9017	LRRC8E	Lrrc8e	LRRC8E_Lrrc8e
9018	CDA	Cda	CDA_Cda
9019	SMIM24	Smim24	SMIM24_Smim24
9020	C19orf33	2200002D01Rik	C19orf33_2200002D01Rik
9021	FAM186A	Fam186a	FAM186A_Fam186a
9022	CCPG1	Ccpg1	CCPG1_Ccpg1
9023	SH2D4A	Sh2d4a	SH2D4A_Sh2d4a
9024	LTO1	LTO1	LTO1_LTO1
9025	PLEKHF1	Plekhf1	PLEKHF1_Plekhf1
9026	LSM11	Lsm11	LSM11_Lsm11
9027	NKD2	Nkd2	NKD2_Nkd2
9028	RUSC1	Rusc1	RUSC1_Rusc1
9029	B3GNT3	B3gnt3	B3GNT3_B3gnt3
9030	SHISAL1	Shisal1	SHISAL1_Shisal1
9031	ZNF777	Zfp777	ZNF777_Zfp777
9032	C22orf39	2510002D24Rik	C22orf39_2510002D24Rik
9033	BRF1	Brf1	BRF1_Brf1
9034	TMEM158	Tmem158	TMEM158_Tmem158
9035	NKG7	Nkg7	NKG7_Nkg7
9036	FRYL	Fryl	FRYL_Fryl
9037	CYTH4	Cyth4	CYTH4_Cyth4
9038	XPO5	Xpo5	XPO5_Xpo5
9039	ASB6	Asb6	ASB6_Asb6
9040	PLXDC1	Plxdc1	PLXDC1_Plxdc1
9041	VPS9D1	Vps9d1	VPS9D1_Vps9d1
9042	KLHL40	Klhl40	KLHL40_Klhl40
9043	PALLD	Palld	PALLD_Palld
9044	WDR89	Wdr89	WDR89_Wdr89
9045	ELP6	Elp6	ELP6_Elp6
9046	USP36	Usp36	USP36_Usp36
9047	AMER1	Amer1	AMER1_Amer1
9048	DUSP3	Dusp3	DUSP3_Dusp3
9049	ZC2HC1C	Zc2hc1c	ZC2HC1C_Zc2hc1c
9050	PTAR1	Ptar1	PTAR1_Ptar1
9051	TTC4	Ttc4	TTC4_Ttc4
9052	CDPF1	Cdpf1	CDPF1_Cdpf1
9053	C12orf43	2210016L21Rik	C12orf43_2210016L21Rik
9054	BORCS8	Borcs8	BORCS8_Borcs8
9055	KIAA0825	2210408I21Rik	KIAA0825_2210408I21Rik
9056	PSCA	Psca	PSCA_Psca
9057	CNFN	Cnfn	CNFN_Cnfn
9058	RIPK4	Ripk4	RIPK4_Ripk4
9059	CDKN3	Cdkn3	CDKN3_Cdkn3
9060	TMEM175	Tmem175	TMEM175_Tmem175
9061	FAIM2	Faim2	FAIM2_Faim2
9062	RBM12B	Rbm12b1	RBM12B_Rbm12b1
9063	BRAP	Brap	BRAP_Brap
9064	PINX1	Pinx1	PINX1_Pinx1
9065	SLC43A1	Slc43a1	SLC43A1_Slc43a1
9066	WDR44	Wdr44	WDR44_Wdr44
9067	KCNMB2	Kcnmb2	KCNMB2_Kcnmb2
9068	SGO1	Sgo1	SGO1_Sgo1
9069	LRPPRC	Lrpprc	LRPPRC_Lrpprc
9070	TTC30B	Ttc30b	TTC30B_Ttc30b
9071	KATNBL1	Katnbl1	KATNBL1_Katnbl1
9072	DNAJC25	Dnajc25	DNAJC25_Dnajc25
9073	CEACAM18	Ceacam18	CEACAM18_Ceacam18
9074	SPINK5	Spink5	SPINK5_Spink5
9075	RAB38	Rab38	RAB38_Rab38
9076	LYPD3	Lypd3	LYPD3_Lypd3
9077	RHNO1	Rhno1	RHNO1_Rhno1
9078	PRR5L	Prr5l	PRR5L_Prr5l
9079	CCDC71	Ccdc71	CCDC71_Ccdc71
9080	HTATSF1	Htatsf1	HTATSF1_Htatsf1
9081	PRCP	Prcp	PRCP_Prcp
9082	RRP1B	Rrp1b	RRP1B_Rrp1b
9083	ZNF131	Zfp131	ZNF131_Zfp131
9084	PLCD3	Plcd3	PLCD3_Plcd3
9085	SLC16A10	Slc16a10	SLC16A10_Slc16a10
9086	SSBP3	Ssbp3	SSBP3_Ssbp3
9087	TMEM87B	Tmem87b	TMEM87B_Tmem87b
9088	HSDL2	Hsdl2	HSDL2_Hsdl2
9089	TSPYL4	Tspyl4	TSPYL4_Tspyl4
9090	ACBD6	Acbd6	ACBD6_Acbd6
9091	IER5L	Ier5l	IER5L_Ier5l
9092	CWF19L1	Cwf19l1	CWF19L1_Cwf19l1
9093	KIAA0100	2610507B11Rik	KIAA0100_2610507B11Rik
9094	TAF4B	Taf4b	TAF4B_Taf4b
9095	DZIP1L	Dzip1l	DZIP1L_Dzip1l
9096	RPS6KB1	Rps6kb1	RPS6KB1_Rps6kb1
9097	FGFBP3	Fgfbp3	FGFBP3_Fgfbp3
9098	WDR43	Wdr43	WDR43_Wdr43
9099	PIP4P2	Pip4p2	PIP4P2_Pip4p2
9100	ATXN7L2	Atxn7l2	ATXN7L2_Atxn7l2
9101	ALDH1B1	Aldh1b1	ALDH1B1_Aldh1b1
9102	TAGAP	Tagap	TAGAP_Tagap
9103	PGAM5	Pgam5	PGAM5_Pgam5
9104	MVB12B	Mvb12b	MVB12B_Mvb12b
9105	EXOSC6	Exosc6	EXOSC6_Exosc6
9106	REEP4	Reep4	REEP4_Reep4
9107	HSDL1	Hsdl1	HSDL1_Hsdl1
9108	UTP14A	Utp14a	UTP14A_Utp14a
9109	SHISA9	Shisa9	SHISA9_Shisa9
9110	ZNF566	Zfp566	ZNF566_Zfp566
9111	NAALAD2	Naalad2	NAALAD2_Naalad2
9112	PCBD2	Pcbd2	PCBD2_Pcbd2
9113	UACA	Uaca	UACA_Uaca
9114	BCLAF1	Bclaf1	BCLAF1_Bclaf1
9115	LIN9	Lin9	LIN9_Lin9
9116	BBS5	Bbs5	BBS5_Bbs5
9117	SPATS2	Spats2	SPATS2_Spats2
9118	ZUP1	Zup1	ZUP1_Zup1
9119	CUL4B	Cul4b	CUL4B_Cul4b
9120	LYPD1	Lypd1	LYPD1_Lypd1
9121	PAN3	Pan3	PAN3_Pan3
9122	PPME1	Ppme1	PPME1_Ppme1
9123	PDIA5	Pdia5	PDIA5_Pdia5
9124	CA10	Car10	CA10_Car10
9125	USP13	Usp13	USP13_Usp13
9126	ZNF655	Zfp655	ZNF655_Zfp655
9127	HPF1	Hpf1	HPF1_Hpf1
