"","sample_name","title","source_name","organism","donor_id","donor_sex","donor_genotype","injection_type","injection_target","injected_material","dissected_region","dissected_layer","facs_gating","facs_date","rna_amplification_set","sequencing_tube","sequencing_batch","sequencing_qc_pass_fail","cell_class","cell_subclass","cell_cluster","molecule","SRA_Run","GEO_Sample","GEO_Sample_Title","iegsum_activity","tPC1_score","scaled.tPC1_score","scaled.iegsum_activity","Fos","Arc","Npas4","Dusp1","Fosb","Nr4a1","Igf1","Gpd1"
"18193","F2S4_161010_025_G01","F2S4_161010_025_G01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Rxfp1 Prdm8","polyA RNA","SRR7338536","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",100.846603610965,-26.6547284293589,-0.804706474739121,0.269986139998926,-0.950495058848551,-0.320633569434866,1.12295062732984,0.327328860291765,-0.444875322622506,-0.758551398604891,-1.53907056560314,-0.775497946516473
"18194","F2S4_161010_025_H01","F2S4_161010_025_H01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Chrna2 Ptgdr","polyA RNA","SRR7338537","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",84.6314039782922,-29.6376980427242,-0.970394008856177,-0.275466205192217,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-0.509099700737053,-0.775497946516473
"18195","F2S4_161010_030_A01","F2S4_161010_030_A01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L4","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338538","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",67.0953392589475,-10.8501714243626,-0.54405930006046,-0.865350254927685,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,0.489822746753491,-0.775497946516473
"18196","F2S4_161010_030_B01","F2S4_161010_030_B01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338540","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",133.96622940084,-33.8407151282249,-1.10814281937859,1.3840752642882,0.467378871345437,-0.320633569434866,-0.373510623367559,1.30218514161169,-0.444875322622506,0.942522854851986,0.244720647485371,-0.775497946516473
"18197","F2S4_161010_030_C01","F2S4_161010_030_C01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Necab1","polyA RNA","SRR7338541","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",78.9763155482506,-25.9057272486706,-0.904317742187155,-0.465693973971221,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.880042356200984,-0.444875322622506,0.505257736962549,-0.04649094899885,-0.775497946516473
"18198","F2S4_161010_030_D01","F2S4_161010_030_D01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338542","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",158.450708445828,9.39946716259347,-0.553941657527281,2.20769241476484,1.4766175465287,-0.320633569434866,-0.373510623367559,1.42672657307499,3.36817708837582,-0.200236326393129,0.748580481595632,-0.775497946516473
"18199","F2S4_161010_030_E01","F2S4_161010_030_E01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338543","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",90.1359120842151,-6.20045435519725,-0.859747571387385,-0.0903037080590035,-1.11469236483278,3.77981939919985,-0.373510623367559,0.947698362692765,-0.444875322622506,-0.758551398604891,0.133921453835428,-0.775497946516473
"18200","F2S4_161010_030_F01","F2S4_161010_030_F01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338544","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",91.5335727240381,-16.7996355858878,-1.19050746799828,-0.0432887288393406,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.233681952156385,-0.444875322622506,-0.758551398604891,-0.108082070400502,-0.775497946516473
"18201","F2S4_161010_030_G01","F2S4_161010_030_G01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338545","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",116.589883649568,-19.0046773707742,-1.0266775625756,0.799563894980975,0.600064658424023,1.36178508503575,-0.373510623367559,0.40581899749196,-0.444875322622506,-0.758551398604891,0.191522605510701,-0.775497946516473
"18202","F2S4_161010_030_H01","F2S4_161010_030_H01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338546","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",168.394858185564,-6.31456449710559,-0.827285094275599,2.54219707208288,1.383753966174,0.391040118719744,-0.373510623367559,1.32611998052006,3.15033771343063,1.36372661905145,-0.405687295104299,-0.775497946516473
"18203","F2S4_161010_031_A01","F2S4_161010_031_A01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338547","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",132.733862234623,-17.6464953568714,-0.513421066437539,1.34262048259094,-0.907098918724343,2.10715822284655,-0.373510623367559,0.801421803141784,2.0051978679335,-0.758551398604891,0.283964633604281,-0.562390617158356
"18204","F2S4_161010_031_B01","F2S4_161010_031_B01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338548","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",144.336157238942,-0.138090326108524,-0.796163053838894,1.73290238864614,1.09626581747863,-0.320633569434866,-0.373510623367559,1.40688540626199,3.05979362685157,-0.758551398604891,-0.2235656035388,-0.775497946516473
"18205","F2S4_161010_031_C01","F2S4_161010_031_C01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338549","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",124.769095019103,2.28883094656692,-0.178685363046343,1.07469896111594,0.398687155281387,-0.320633569434866,-0.373510623367559,0.909571923583049,-0.444875322622506,0.919283508112488,0.719140597535981,-0.775497946516473
"18206","F2S4_161010_031_D01","F2S4_161010_031_D01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338181","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",97.1103797487834,-23.6435887857471,-1.10331600649703,0.144305783669555,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.615209253919229,-0.444875322622506,-0.758551398604891,-0.138157865311076,-0.775497946516473
"18207","F2S4_161010_031_E01","F2S4_161010_031_E01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338182","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",77.0448451844097,-11.5348184662023,-0.848158798564728,-0.530665424430664,0.276300784176661,-0.320633569434866,-0.373510623367559,0.598596019330501,-0.444875322622506,-0.758551398604891,-1.52660946524712,0.326123974290377
"18208","F2S4_161010_031_F01","F2S4_161010_031_F01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338183","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",127.921202560373,-7.25467156268921,-0.851366677947566,1.18073061596006,0.336453005126083,0.831723876874248,-0.373510623367559,0.623538809594204,-0.444875322622506,0.37652273161068,0.402103932731955,-0.775497946516473
"18209","F2S4_161010_031_G01","F2S4_161010_031_G01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Necab1","polyA RNA","SRR7338184","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",62.0633505328964,-2.28541314647688,-0.70374005253015,-1.03461798605506,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.705118342213818,-0.444875322622506,0.461945982116519,0.163776335776415,-0.775497946516473
"18210","F2S4_161010_031_H01","F2S4_161010_031_H01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338185","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",76.9410272837872,-5.587037946029,-0.552465988799941,-0.534157685929144,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,0.453618181873547,-0.172118160443003
"18211","F2S4_161010_032_A01","F2S4_161010_032_A01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338186","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",105.45768807455,0.577438023653069,-0.420984104507587,0.425095351819477,0.98539619313075,-0.320633569434866,-0.373510623367559,1.03915272275029,3.25539052291095,-0.758551398604891,-0.829193644542804,-0.775497946516473
"18212","F2S4_161010_032_B01","F2S4_161010_032_B01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338187","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",91.9913407549027,15.6737514197729,-0.329938037895144,-0.0278901736784487,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.994348362245313,3.4396622542531,-0.758551398604891,-0.0905565669995998,-0.775497946516473
"18213","F2S4_161010_032_C01","F2S4_161010_032_C01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338188","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",96.7784817079481,0.306639399502782,-0.541120919968971,0.133141285615941,0.738878611598738,-0.320633569434866,-0.373510623367559,-1.21288044395544,2.61026107497306,-0.758551398604891,0.481010723378306,-0.775497946516473
"18214","F2S4_161010_032_D01","F2S4_161010_032_D01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338189","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",91.384512164764,-4.81712931284882,-0.885773738319678,-0.0483028781235566,-1.11469236483278,-0.320633569434866,-0.373510623367559,1.08447175481464,-0.444875322622506,-0.758551398604891,0.317361915592592,-0.775497946516473
"18215","F2S4_161010_032_E01","F2S4_161010_032_E01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338190","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",97.5587646056252,9.95808814029584,-0.663712275056082,0.159388704463188,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.7060815517298,-0.444875322622506,0.863346732057233,0.493161768781047,-0.775497946516473
"18216","F2S4_161010_032_F01","F2S4_161010_032_F01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338192","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",74.8747039289005,10.9919978636957,-0.575231621441906,-0.603665366708797,-1.11469236483278,2.2637474716196,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-0.664998788248343,-0.775497946516473
"18217","F2S4_161010_032_G01","F2S4_161010_032_G01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Vip","Vip Chat Htr1f","polyA RNA","SRR7338193","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",128.255631138604,-13.5588143229428,0.103130652297989,1.19198023708267,1.12311047329841,-0.320633569434866,2.60295227936033,-1.03182763819621,-0.444875322622506,1.26541011023648,0.826916845468584,1.26804364655191
"18218","F2S4_161010_032_H01","F2S4_161010_032_H01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338194","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",67.4009546038009,-16.8052031433209,-0.781873782300415,-0.855069863051362,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-0.0934148896483625,-0.775497946516473
"18220","F2S4_161010_033_B01","F2S4_161010_033_B01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338196","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",73.6380585933313,-34.2320410740139,-0.937023851732249,-0.645264058907244,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.29835512808612,-0.444875322622506,-0.758551398604891,0.339112216923197,-0.775497946516473
"18221","F2S4_161010_033_C01","F2S4_161010_033_C01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338197","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",83.6373202420235,-6.06321558351444,-0.412568241152251,-0.308905528638572,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.450128502514442,-0.444875322622506,-0.758551398604891,0.279477468178373,-0.211270595585131
"18222","F2S4_161010_033_D01","F2S4_161010_033_D01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Calb2 Pdlim5","polyA RNA","SRR7338198","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",104.770071262152,-21.2768869542398,-0.60013913273647,0.401965065951166,-1.11469236483278,2.9291184197166,-0.373510623367559,0.518502581562104,-0.444875322622506,-0.758551398604891,0.119188514740248,0.697311818012491
"18223","F2S4_161010_033_E01","F2S4_161010_033_E01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338199","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",96.123829020488,13.3042021488708,-0.396818830990048,0.111119858081907,0.849788843952892,-0.320633569434866,-0.373510623367559,-1.21288044395544,2.65583386322253,-0.758551398604891,0.890484827307877,-0.775497946516473
"18224","F2S4_161010_033_F01","F2S4_161010_033_F01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338200","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",78.8233547390724,-4.77495606856207,-0.775726742297873,-0.470839321174991,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.204947670715812,-0.444875322622506,-0.758551398604891,0.463062466755516,-0.775497946516473
"18225","F2S4_161010_033_G01","F2S4_161010_033_G01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Htr1d","polyA RNA","SRR7338201","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",94.1332006805567,9.0804675106956,-0.595292529604305,0.0441584317031893,0.520049744030457,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,0.446527705314981,-0.775497946516473
"18226","F2S4_161010_033_H01","F2S4_161010_033_H01","Primary Visual Cortex (VISp)","Mus musculus","274153","M","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L2/3","RFP-positive","10/10/2016","A8S4_161013_01","LS-15579","R8S4-161028","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338203","GSM3189970","VISp_Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",84.5027928695359,19.4986675416865,-0.364611807375588,-0.279792468974218,-0.764102328138414,-0.320633569434866,-0.373510623367559,-0.899807444574357,3.29810187240318,-0.758551398604891,-0.456251647690628,-0.775497946516473
