Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3309227,X170525_06,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476662,SRX4476662,Fred H Gage,27-Jul-18
GSM3309228,X170525_07,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476663,SRX4476663,Fred H Gage,27-Jul-18
GSM3309229,X170525_08,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476664,SRX4476664,Fred H Gage,27-Jul-18
GSM3309230,X170525_09,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476665,SRX4476665,Fred H Gage,27-Jul-18
GSM3309231,X170525_10,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476666,SRX4476666,Fred H Gage,27-Jul-18
GSM3309232,X170525_11,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476667,SRX4476667,Fred H Gage,27-Jul-18
GSM3309233,X170525_12,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476668,SRX4476668,Fred H Gage,27-Jul-18
GSM3309234,X170525_13,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476669,SRX4476669,Fred H Gage,27-Jul-18
GSM3309235,X170525_14,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476670,SRX4476670,Fred H Gage,27-Jul-18
GSM3309236,X170525_15,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476671,SRX4476671,Fred H Gage,27-Jul-18
GSM3309237,X170525_16,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476672,SRX4476672,Fred H Gage,27-Jul-18
GSM3309238,X170525_17,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476673,SRX4476673,Fred H Gage,27-Jul-18
GSM3309239,X170525_18,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476674,SRX4476674,Fred H Gage,27-Jul-18
GSM3309240,X170525_19,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476675,SRX4476675,Fred H Gage,27-Jul-18
GSM3309241,X170525_20,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476676,SRX4476676,Fred H Gage,27-Jul-18
GSM3309242,X170525_21,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476677,SRX4476677,Fred H Gage,27-Jul-18
GSM3309243,X170525_22,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476678,SRX4476678,Fred H Gage,27-Jul-18
GSM3309244,X170525_23,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476679,SRX4476679,Fred H Gage,27-Jul-18
GSM3309245,X170525_24,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476680,SRX4476680,Fred H Gage,27-Jul-18
GSM3309246,X170525_25,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476681,SRX4476681,Fred H Gage,27-Jul-18
GSM3309247,X170525_26,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476682,SRX4476682,Fred H Gage,27-Jul-18
GSM3309248,X170525_27,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476683,SRX4476683,Fred H Gage,27-Jul-18
GSM3309249,X170525_28,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476684,SRX4476684,Fred H Gage,27-Jul-18
GSM3309250,X170525_29,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476685,SRX4476685,Fred H Gage,27-Jul-18
GSM3309251,X170525_30,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476686,SRX4476686,Fred H Gage,27-Jul-18
GSM3309252,X170525_31,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476687,SRX4476687,Fred H Gage,27-Jul-18
GSM3309253,X170525_32,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476688,SRX4476688,Fred H Gage,27-Jul-18
GSM3309254,X170525_33,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476689,SRX4476689,Fred H Gage,27-Jul-18
GSM3309255,X170525_34,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476690,SRX4476690,Fred H Gage,27-Jul-18
GSM3309256,X170525_35,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476691,SRX4476691,Fred H Gage,27-Jul-18
GSM3309257,X170525_36,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476692,SRX4476692,Fred H Gage,27-Jul-18
GSM3309258,X170525_37,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476693,SRX4476693,Fred H Gage,27-Jul-18
GSM3309259,X170525_38,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476694,SRX4476694,Fred H Gage,27-Jul-18
GSM3309260,X170525_39,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476695,SRX4476695,Fred H Gage,27-Jul-18
GSM3309261,X170525_40,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476696,SRX4476696,Fred H Gage,27-Jul-18
GSM3309262,X170525_41,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476697,SRX4476697,Fred H Gage,27-Jul-18
GSM3309263,X170525_42,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476698,SRX4476698,Fred H Gage,27-Jul-18
GSM3309264,X170525_43,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476699,SRX4476699,Fred H Gage,27-Jul-18
GSM3309265,X170525_44,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476700,SRX4476700,Fred H Gage,27-Jul-18
GSM3309266,X170525_45,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476701,SRX4476701,Fred H Gage,27-Jul-18
GSM3309267,X170525_46,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476702,SRX4476702,Fred H Gage,27-Jul-18
GSM3309268,X170525_47,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476703,SRX4476703,Fred H Gage,27-Jul-18
GSM3309269,X170525_48,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476704,SRX4476704,Fred H Gage,27-Jul-18
GSM3309270,X170525_49,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476705,SRX4476705,Fred H Gage,27-Jul-18
GSM3309271,X170525_50,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476706,SRX4476706,Fred H Gage,27-Jul-18
GSM3309272,X170525_51,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476707,SRX4476707,Fred H Gage,27-Jul-18
GSM3309273,X170525_52,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476708,SRX4476708,Fred H Gage,27-Jul-18
GSM3309274,X170525_53,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476709,SRX4476709,Fred H Gage,27-Jul-18
GSM3309275,X170525_54,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476710,SRX4476710,Fred H Gage,27-Jul-18
GSM3309276,X170525_55,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476711,SRX4476711,Fred H Gage,27-Jul-18
GSM3309277,X170525_56,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476712,SRX4476712,Fred H Gage,27-Jul-18
GSM3309278,X170525_57,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476713,SRX4476713,Fred H Gage,27-Jul-18
GSM3309279,X170525_58,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476714,SRX4476714,Fred H Gage,27-Jul-18
GSM3309280,X170525_59,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476715,SRX4476715,Fred H Gage,27-Jul-18
GSM3309281,X170525_60,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476716,SRX4476716,Fred H Gage,27-Jul-18
GSM3309282,X170525_61,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476717,SRX4476717,Fred H Gage,27-Jul-18
GSM3309283,X170525_62,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476718,SRX4476718,Fred H Gage,27-Jul-18
GSM3309284,X170525_63,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476719,SRX4476719,Fred H Gage,27-Jul-18
GSM3309285,X170525_64,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476720,SRX4476720,Fred H Gage,27-Jul-18
GSM3309286,X170525_65,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476721,SRX4476721,Fred H Gage,27-Jul-18
GSM3309287,X170525_66,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476722,SRX4476722,Fred H Gage,27-Jul-18
GSM3309288,X170525_67,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476723,SRX4476723,Fred H Gage,27-Jul-18
GSM3309289,X170525_68,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476724,SRX4476724,Fred H Gage,27-Jul-18
GSM3309290,X170525_69,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476725,SRX4476725,Fred H Gage,27-Jul-18
GSM3309291,X170525_70,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476726,SRX4476726,Fred H Gage,27-Jul-18
GSM3309292,X170525_71,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476727,SRX4476727,Fred H Gage,27-Jul-18
GSM3309293,X170525_72,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476728,SRX4476728,Fred H Gage,27-Jul-18
GSM3309294,X170525_73,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476729,SRX4476729,Fred H Gage,27-Jul-18
GSM3309295,X170525_74,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476730,SRX4476730,Fred H Gage,27-Jul-18
GSM3309296,X170525_75,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476731,SRX4476731,Fred H Gage,27-Jul-18
GSM3309297,X170525_76,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476732,SRX4476732,Fred H Gage,27-Jul-18
GSM3309298,X170525_77,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476733,SRX4476733,Fred H Gage,27-Jul-18
GSM3309299,X170525_78,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476734,SRX4476734,Fred H Gage,27-Jul-18
GSM3309300,X170525_79,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476735,SRX4476735,Fred H Gage,27-Jul-18
GSM3309301,X170525_80,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476736,SRX4476736,Fred H Gage,27-Jul-18
GSM3309302,X170525_81,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476737,SRX4476737,Fred H Gage,27-Jul-18
GSM3309303,X170525_82,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476738,SRX4476738,Fred H Gage,27-Jul-18
GSM3309304,X170525_83,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476739,SRX4476739,Fred H Gage,27-Jul-18
GSM3309305,X170525_84,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476740,SRX4476740,Fred H Gage,27-Jul-18
GSM3309306,X170525_85,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476741,SRX4476741,Fred H Gage,27-Jul-18
GSM3309307,X170525_86,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476742,SRX4476742,Fred H Gage,27-Jul-18
GSM3309308,X170525_87,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476743,SRX4476743,Fred H Gage,27-Jul-18
GSM3309309,X170525_88,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476744,SRX4476744,Fred H Gage,27-Jul-18
GSM3309310,X170525_89,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476745,SRX4476745,Fred H Gage,27-Jul-18
GSM3309311,X170525_90,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476746,SRX4476746,Fred H Gage,27-Jul-18
GSM3309312,X170525_91,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476747,SRX4476747,Fred H Gage,27-Jul-18
GSM3309313,X170525_92,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476748,SRX4476748,Fred H Gage,27-Jul-18
GSM3309314,X170525_93,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476749,SRX4476749,Fred H Gage,27-Jul-18
GSM3309315,X170525_94,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476750,SRX4476750,Fred H Gage,27-Jul-18
GSM3309316,X170525_95,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476751,SRX4476751,Fred H Gage,27-Jul-18
GSM3309317,X170525_96,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476752,SRX4476752,Fred H Gage,27-Jul-18
GSM3309318,X021618_01,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476753,SRX4476753,Fred H Gage,27-Jul-18
GSM3309319,X021618_02,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476754,SRX4476754,Fred H Gage,27-Jul-18
GSM3309320,X021618_03,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476755,SRX4476755,Fred H Gage,27-Jul-18
GSM3309321,X021618_04,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476756,SRX4476756,Fred H Gage,27-Jul-18
GSM3309322,X021618_05,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476757,SRX4476757,Fred H Gage,27-Jul-18
GSM3309323,X021618_06,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476758,SRX4476758,Fred H Gage,27-Jul-18
GSM3309324,X021618_07,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476759,SRX4476759,Fred H Gage,27-Jul-18
GSM3309325,X021618_08,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476760,SRX4476760,Fred H Gage,27-Jul-18
GSM3309326,X021618_09,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476761,SRX4476761,Fred H Gage,27-Jul-18
GSM3309327,X021618_10,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476762,SRX4476762,Fred H Gage,27-Jul-18
GSM3309328,X021618_11,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476763,SRX4476763,Fred H Gage,27-Jul-18
GSM3309329,X021618_12,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476764,SRX4476764,Fred H Gage,27-Jul-18
GSM3309330,X021618_13,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476765,SRX4476765,Fred H Gage,27-Jul-18
GSM3309331,X021618_14,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476766,SRX4476766,Fred H Gage,27-Jul-18
GSM3309332,X021618_15,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476767,SRX4476767,Fred H Gage,27-Jul-18
GSM3309333,X021618_16,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476768,SRX4476768,Fred H Gage,27-Jul-18
GSM3309334,X021618_17,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476769,SRX4476769,Fred H Gage,27-Jul-18
GSM3309335,X021618_18,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476770,SRX4476770,Fred H Gage,27-Jul-18
GSM3309336,X021618_19,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476771,SRX4476771,Fred H Gage,27-Jul-18
